,posted_at,Asking,Year,Length,Beam,Draft,Location,Material,Type,Cabins,Is_Mono,Is_cruiser,Is_daysailer,Is_Diesel,Motor_Type,Engine_Count,Is_Fiberglass,Is_masthead_sloop,Is_Cutter,Is_Ketch,Is_Excellent,Is_Fair,Is_Good,Is_Project_boat,Is_Inboard,Year_Listed,Asking_Price_Adj
9176,2018-05-12,24000.0,1983,34.25,11.25,5.33,California,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2018,25898.441700151732
9178,2018-05-12,4500.0,1979,33.0,9.0,5.9,Illinois,fiberglass,racer,1.0,1,0,0,0,inboard,1,1,0,0,0,0,1,0,0,1,2018,4855.95781877845
9179,2018-05-12,79500.0,1989,34.0,10.0,4.11,Florida,fiberglass,cruiser,3.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2018,85788.58813175261
9180,2018-05-11,145000.0,2007,40.4,13.3,5.0,Maryland,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,0,0,0,1,0,0,0,1,2018,156469.7519384167
9181,2018-05-10,70000.0,1988,43.0,13.9,5.1,New York,fiberglass,cruiser,3.0,1,1,0,1,inboard,1,1,0,1,0,1,0,0,0,1,2018,75537.12162544255
9183,2018-05-10,110000.0,1997,40.0,13.5,5.0,Outside United States,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,0,0,0,0,0,1,0,1,2018,118701.19112569543
9184,2018-05-10,7500.0,1976,28.0,10.0,4.8,North Carolina,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2018,8093.263031297416
9185,2018-05-09,190000.0,2004,42.0,14.7,5.3,Florida,fiberglass,cruiser,3.0,1,1,0,1,outboard,1,1,1,0,0,1,0,0,0,0,2018,205029.3301262012
9188,2018-05-09,35000.0,1980,39.9,12.2,4.0,Outside United States,fiberglass,racer,2.0,1,0,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2018,37768.560812721276
9190,2018-05-07,369000.0,2006,41.5,23.0,7.0,Massachusetts,fiberglass,cruiser,4.0,0,1,0,1,inboard,2,1,0,0,0,1,0,0,0,1,2018,398188.5411398329
9196,2018-05-07,114500.0,2008,36.0,12.0,5.0,Michigan,fiberglass,motorsailer,3.0,1,0,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2018,123557.14894447388
9197,2018-05-07,6900.0,1988,26.0,9.0,3.5,Massachusetts,fiberglass,cruiser,2.0,1,1,0,0,outboard,1,1,0,0,0,1,0,0,0,0,2018,7445.8019887936225
9198,2018-05-06,330000.0,2005,44.5,14.0,5.0,Outside United States,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,0,1,0,1,0,0,0,1,2018,356103.5733770863
9199,2018-05-06,22500.0,1963,35.0,9.8,5.2,California,fiberglass,cruiser,1.0,1,1,0,0,inboard,1,1,1,0,0,0,0,1,0,1,2018,24279.78909389225
9200,2018-05-06,2500.0,1988,15.8,5.11,3.0,Delaware,fiberglass,daysailer,0.0,1,0,1,0,motorless,0,1,0,0,0,0,0,1,0,0,2018,2697.7543437658055
9201,2014-07-21,159900.0,2004,41.0,13.3,6.6,California,fiberglass,cruiser,3.0,1,1,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2014,183022.87358069752
9202,2014-07-20,29500.0,2004,26.0,8.96,1.75,New Jersey,fiberglass,daysailer,2.0,1,0,1,0,outboard,1,1,0,0,0,0,0,1,0,0,2014,33765.94603271155
9203,2014-07-19,21900.0,1982,32.0,10.5,5.5,Michigan,fiberglass,racer,2.0,1,0,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2014,25066.92264801298
9204,2014-07-19,224900.0,2001,40.0,13.2,4.7,Maine,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,0,1,0,1,0,0,0,1,2014,257422.41568667212
9206,2014-07-18,8800.0,1978,26.0,8.0,4.5,Oklahoma,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,1,0,0,0,1,0,0,1,2014,10072.55339280887
9207,2014-07-18,12000.0,2013,22.0,8.6,2.0,California,composite,daysailer,0.0,0,0,1,0,outboard,1,0,0,0,0,1,0,0,0,0,2014,13735.300081103003
9208,2014-07-18,153800.0,2001,42.0,13.1,4.1,Maryland,fiberglass,cruiser,2.0,1,1,0,0,inboard,1,1,1,0,0,1,0,0,0,1,2014,176040.76270613683
9209,2014-07-17,4695.0,1992,17.0,8.0,2.0,Wisconsin,fiberglass,daysailer,1.0,1,0,1,0,outboard,1,1,0,0,0,0,0,1,0,0,2014,5373.93615673155
9212,2014-07-17,8900.0,1974,30.0,10.0,5.0,California,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2014,10187.01422681806
9215,2014-07-16,45000.0,2001,26.0,9.5,4.25,Rhode Island,wood,daysailer,1.0,1,0,1,1,inboard,1,0,0,0,0,1,0,0,0,1,2014,51507.375304136265
9216,2014-07-16,78900.0,1998,36.0,12.0,6.0,Michigan,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2014,90309.59803325224
9221,2014-07-15,5000.0,1988,25.0,8.0,1.5,Washington,wood,daysailer,1.0,1,0,1,0,inboard,1,0,0,0,0,0,1,0,0,1,2014,5723.041700459585
9223,2014-07-15,9000.0,1985,25.5,9.0,3.4,New York,fiberglass,racer,1.0,1,0,0,0,inboard,1,1,1,0,0,1,0,0,0,1,2014,10301.475060827253
9224,2014-07-14,500000.0,2004,55.0,13.7,7.5,Outside United States,aluminum,cruiser,2.0,1,1,0,1,inboard,1,0,1,0,0,1,0,0,0,1,2014,572304.1700459584
9227,2014-07-14,98000.0,2005,33.0,11.0,4.5,Outside United States,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,0,0,0,1,0,0,0,1,2014,112171.61732900786
9229,2014-07-14,50000.0,2005,27.4,9.11,1.04,Georgia,fiberglass,cruiser,1.0,1,1,0,0,inboard,1,1,0,0,0,1,0,0,0,1,2014,57230.417004595845
9230,2014-07-14,1400.0,1976,14.0,6.0,3.9,Ohio,fiberglass,daysailer,0.0,1,0,1,0,outboard,1,1,0,0,0,0,0,1,0,0,2014,1602.4516761286836
9231,2014-07-14,7200.0,1980,27.0,9.3,4.3,New York,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2014,8241.180048661801
9232,2014-07-14,8700.0,1987,26.5,9.0,3.5,Tennessee,fiberglass,racer,2.0,1,0,0,0,outboard,1,1,0,0,0,1,0,0,0,0,2014,9958.092558799677
9236,2014-07-13,5000.0,1974,27.0,8.1,4.0,Maryland,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2014,5723.041700459585
9238,2014-07-13,8900.0,1980,24.0,9.0,4.0,New York,fiberglass,racer,2.0,1,0,0,0,outboard,1,1,1,0,0,0,0,1,0,0,2014,10187.01422681806
9240,2014-07-12,8500.0,1987,26.5,9.0,3.5,Outside United States,fiberglass,cruiser,2.0,1,1,0,0,outboard,1,1,0,0,0,0,0,1,0,0,2014,9729.170890781292
9241,2014-07-11,8000.0,1980,24.0,8.0,4.0,Virginia,fiberglass,racer,1.0,1,0,0,0,outboard,1,1,1,0,0,0,1,0,0,0,2014,9156.866720735334
9244,2014-07-11,5900.0,1985,25.0,8.0,4.0,Connecticut,fiberglass,cruiser,1.0,1,1,0,0,outboard,1,1,1,0,0,0,0,1,0,0,2014,6753.18920654231
9245,2014-07-10,2300.0,1984,25.0,8.0,3.5,New York,fiberglass,cruiser,1.0,1,1,0,0,outboard,1,1,1,0,0,0,0,1,0,0,2014,2632.5991822114092
9248,2014-07-09,3500.0,1995,14.0,6.0,4.3,California,fiberglass,racer,0.0,1,0,0,0,motorless,0,1,0,0,0,1,0,0,0,0,2014,4006.1291903217093
9249,2014-07-09,99990.0,1995,42.6,13.6,5.11,Texas,fiberglass,cruiser,3.0,1,1,0,1,inboard,1,1,0,0,0,0,0,1,0,1,2014,114449.38792579078
9251,2014-07-09,100000.0,2003,38.0,12.8,5.7,Michigan,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2014,114460.83400919169
9254,2014-07-08,5500.0,1971,31.0,8.75,4.5,Ohio,fiberglass,cruiser,1.0,1,1,0,0,inboard,1,1,0,0,0,0,0,1,0,1,2014,6295.345870505544
9255,2014-07-08,69500.0,2001,34.0,11.3,4.4,Maryland,fiberglass,cruiser,3.0,1,1,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2014,79550.27963638824
9256,2014-07-08,7000.0,1983,30.0,11.0,6.0,Georgia,fiberglass,racer,1.0,1,0,0,0,outboard,1,1,1,0,0,0,0,1,0,0,2014,8012.258380643419
9257,2014-07-08,5500.0,1978,27.0,9.3,3.5,Minnesota,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2014,6295.345870505544
9262,2014-07-06,34500.0,1979,37.0,11.9,4.9,Florida,fiberglass,racer,1.0,1,0,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2014,39488.98773317114
9263,2014-07-06,7900.0,1972,31.0,9.0,4.9,Illinois,fiberglass,cruiser,2.0,1,1,0,0,inboard,2,1,1,0,0,0,0,1,0,1,2014,9042.405886726143
9264,2014-07-05,8000.0,1979,27.0,8.0,4.0,New York,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,0,0,0,1,0,0,0,1,2014,9156.866720735334
9267,2014-07-03,25000.0,1982,36.67,11.67,6.33,Louisiana,fiberglass,racer,2.0,1,0,0,1,inboard,1,1,0,0,0,1,0,0,0,1,2014,28615.208502297923
9269,2014-07-02,27000.0,1985,35.1,14.0,7.0,Louisiana,fiberglass,racer,1.0,1,0,0,0,outboard,1,1,0,0,0,1,0,0,0,0,2014,30904.42518248176
9270,2014-07-02,3500.0,1982,25.0,8.0,5.6,North Carolina,fiberglass,cruiser,1.0,1,1,0,0,outboard,1,1,1,0,0,0,0,1,0,0,2014,4006.1291903217093
9271,2014-07-02,289900.0,2012,36.0,12.0,4.0,Connecticut,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,1,0,0,0,0,0,0,1,2014,331821.9577926467
9272,2014-07-02,33000.0,1986,28.0,10.0,5.0,Connecticut,fiberglass,racer,2.0,1,0,0,1,inboard,1,1,0,0,0,0,0,1,0,1,2014,37772.07522303325
9273,2014-07-01,59990.0,1986,42.2,13.0,6.0,Outside United States,fiberglass,cruiser,4.0,1,1,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2014,68665.0543221141
9274,2014-06-30,4500.0,1978,26.0,83.0,39.0,New York,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2014,5150.737530413627
9276,2010-06-29,59900.0,1980,44.0,12.8,11.0,California,fiberglass,racer,1.0,1,0,0,1,inboard,1,1,1,0,0,0,0,0,0,1,2010,74435.47987672892
9278,2010-04-21,20000.0,1959,26.0,7.75,6.0,Outside United States,wood,daysailer,1.0,1,0,1,1,inboard,1,0,1,0,0,1,0,0,0,1,2010,24853.24870675423
9279,2010-04-01,169000.0,1980,48.0,13.6,6.8,Hawaii,fiberglass,cruiser,3.0,1,1,0,1,inboard,1,1,0,0,1,1,0,0,0,1,2010,210009.95157207325
9280,2010-03-23,3387000.0,2004,125.0,18.6,11.0,Outside United States,steel,cruiser,4.0,1,1,0,1,inboard,1,0,0,0,0,0,0,0,0,1,2010,4208897.668488828
9283,2010-02-20,31000.0,1979,32.0,11.0,4.5,Outside United States,fiberglass,cruiser,1.0,1,1,0,0,inboard,1,1,1,0,0,1,0,0,0,1,2010,38522.53549546905
9284,2010-02-11,119000.0,1998,44.0,11.8,6.2,Outside United States,fiberglass,motorsailer,0.0,1,0,0,1,inboard,1,1,0,0,1,0,0,0,0,1,2010,147876.82980518768
9285,2017-04-20,2700.0,1987,24.0,8.2,4.8,Ohio,fiberglass,cruiser,2.0,1,1,0,0,outboard,1,1,1,0,0,0,0,0,1,0,2017,2984.738087467363
9286,2017-04-20,16500.0,1987,30.0,10.6,3.9,New York,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2017,18240.06609007833
9287,2017-04-20,69500.0,1984,34.0,10.0,4.9,New York,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,0,1,0,1,0,0,0,1,2017,76829.36928851176
9289,2017-04-19,60000.0,1990,39.0,11.5,5.5,Maine,composite,cruiser,3.0,1,1,0,1,inboard,1,0,0,1,0,0,0,1,0,1,2017,66327.5130548303
9290,2017-04-19,79900.0,1976,47.0,14.4,5.11,Texas,fiberglass,cruiser,3.0,1,1,0,1,inboard,1,1,0,0,1,0,0,0,0,1,2017,88326.13821801568
9291,2017-04-19,149000.0,2011,41.0,13.6,6.1,South Carolina,fiberglass,racer,3.0,1,0,0,1,inboard,1,1,0,0,0,1,0,0,0,1,2017,164713.3240861619
9294,2017-04-18,75000.0,1986,34.0,10.0,4.1,Maryland,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2017,82909.39131853788
9296,2017-04-17,17000.0,1979,30.0,10.8,5.3,Massachusetts,fiberglass,cruiser,1.0,1,1,0,0,inboard,1,1,0,0,0,0,0,1,0,1,2017,18792.795365535247
9300,2017-04-17,8900.0,1974,28.0,9.0,4.5,Vermont,fiberglass,cruiser,1.0,1,1,0,0,inboard,1,1,1,0,0,0,0,1,0,1,2017,9838.581103133161
9301,2017-04-16,26500.0,1983,30.25,10.92,4.4,Rhode Island,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,0,0,0,1,0,0,0,1,2017,29294.651599216715
9304,2017-04-16,16000.0,1973,33.0,10.0,4.7,Maryland,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2017,17687.33681462141
9307,2017-04-15,12000.0,1981,27.0,8.0,4.8,New York,fiberglass,daysailer,1.0,1,0,1,0,outboard,1,1,0,0,0,0,0,1,0,0,2017,13265.50261096606
9308,2017-04-15,2000.0,1965,19.0,6.0,2.0,Pennsylvania,fiberglass,racer,0.0,1,0,0,0,motorless,0,1,0,0,0,0,0,1,0,0,2017,2210.917101827676
9314,2017-04-13,4500.0,1972,29.0,9.0,4.5,New Jersey,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2017,4974.563479112272
9315,2017-04-13,7000.0,1981,30.0,11.0,5.8,Florida,fiberglass,racer,1.0,1,0,0,1,inboard,1,1,0,0,0,0,0,1,0,1,2017,7738.2098563968675
9317,2017-04-12,3599.0,1966,24.0,8.0,3.5,California,fiberglass,cruiser,1.0,1,1,0,0,outboard,1,1,1,0,0,0,0,0,1,0,2017,3978.545324738904
9321,2017-04-11,11000.0,74,30.0,10.0,4.1,Michigan,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,0,0,0,1,0,0,0,1,2017,12160.044060052222
9323,2017-04-11,2250.0,1979,24.0,8.0,4.0,New Jersey,fiberglass,racer,1.0,1,0,0,0,outboard,1,1,0,0,0,0,1,0,0,0,2017,2487.281739556136
9324,2017-04-10,389000.0,2007,48.0,25.0,3.0,Maryland,fiberglass,cruiser,4.0,0,1,0,1,inboard,2,1,0,0,0,1,0,0,0,1,2017,430023.3763054831
9325,2017-04-10,14000.0,1985,28.0,9.9,5.2,Massachusetts,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2017,15476.419712793735
9327,2017-04-09,35000.0,1962,25.0,7.17,3.9,Florida,wood,daysailer,1.0,1,0,1,1,inboard,1,0,1,0,0,1,0,0,0,1,2017,38691.04928198434
9330,2017-04-08,4300.0,1981,30.0,11.0,4.4,New York,fiberglass,racer,2.0,1,0,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2017,4753.471768929505
9335,2017-04-06,19500.0,1970,46.0,12.0,6.0,Florida,wood,motorsailer,3.0,1,0,0,1,inboard,1,0,0,0,0,0,0,1,0,1,2017,21556.441742819847
9336,2017-04-05,4000.0,1997,14.5,4.6,0.6,South Dakota,wood,dinghy,0.0,1,0,0,0,motorless,0,0,0,0,0,0,0,1,0,0,2017,4421.834203655352
9338,2017-04-05,2400.0,1985,25.0,8.0,22.0,California,fiberglass,racer,2.0,1,0,0,0,motorless,0,1,1,0,0,0,1,0,0,0,2017,2653.100522193212
9342,2017-04-04,5500.0,1979,25.0,8.75,4.17,Outside United States,fiberglass,racer,1.0,1,0,0,0,outboard,1,1,0,0,0,0,0,0,0,0,2017,6080.022030026111
9343,2017-04-04,84000.0,2004,36.0,12.0,6.5,Texas,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2017,92858.51827676242
9344,2017-04-03,159000.0,2002,50.0,12.5,6.0,Florida,fiberglass,cruiser,5.0,1,1,0,1,inboard,1,1,0,0,1,0,0,0,0,1,2017,175767.9095953003
9346,2017-04-03,3500.0,1984,16.0,6.0,1.5,Georgia,fiberglass,daysailer,1.0,1,0,1,0,motorless,0,1,1,0,0,1,0,0,0,0,2017,3869.1049281984338
9347,2017-04-03,139000.0,2006,40.0,12.8,6.9,Outside United States,fiberglass,racer,3.0,1,0,0,1,inboard,1,1,0,0,0,1,0,0,0,1,2017,153658.73857702353
9350,2017-04-02,5500.0,73,23.0,8.5,6.5,Minnesota,fiberglass,cruiser,1.0,1,1,0,0,outboard,1,1,1,0,0,0,0,1,0,0,2017,6080.022030026111
9351,2017-04-02,25000.0,1973,36.0,11.0,6.5,Michigan,fiberglass,racer,1.0,1,0,0,0,inboard,1,1,1,0,0,0,0,1,0,1,2017,27636.463772845957
9353,2017-04-02,7500.0,1972,27.0,10.0,4.0,Alabama,fiberglass,racer,1.0,1,0,0,0,outboard,1,1,1,0,0,0,0,1,0,0,2017,8290.939131853787
9355,2017-04-01,1118150.0,2015,65.11,17.8,9.8,Outside United States,fiberglass,cruiser,4.0,1,1,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2017,1236068.4787043084
9356,2022-05-20,12000.0,1979,29.0,10.0,5.0,New York,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2022,12000.0
9357,2022-05-21,2500.0,1981,28.0,9.6,4.6,Ohio,fiberglass,cruiser,0.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2022,2500.0
9358,2022-05-20,20000.0,1988,34.0,11.0,5.0,Florida,fiberglass,racer,1.0,1,0,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2022,20000.0
9360,2022-05-20,16000.0,1986,29.0,10.8,5.5,New York,fiberglass,daysailer,2.0,1,0,1,1,inboard,1,1,0,0,0,0,0,1,0,1,2022,16000.0
9361,2022-05-21,46000.0,2001,32.0,10.8,5.0,Florida,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,0,0,0,1,0,0,0,1,2022,46000.0
9363,2022-05-20,6000.0,1987,25.0,8.0,4.0,Illinois,fiberglass,daysailer,1.0,1,0,1,0,outboard,1,1,0,0,0,0,0,1,0,0,2022,6000.0
9365,2022-05-19,149000.0,1985,46.0,28.0,4.0,California,composite,cruiser,2.0,0,1,0,1,inboard,1,0,0,0,0,1,0,0,0,1,2022,149000.0
9366,2022-05-20,9000.0,1985,25.0,9.5,4.3,Minnesota,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2022,9000.0
9367,2022-05-20,59000.0,1992,31.0,22.5,5.6,California,fiberglass,racer,2.0,0,0,0,0,outboard,1,1,0,0,0,1,0,0,0,0,2022,59000.0
9368,2022-05-19,11500.0,1986,22.5,8.0,3.8,Connecticut,fiberglass,racer,1.0,1,0,0,0,outboard,1,1,0,0,0,1,0,0,0,0,2022,11500.0
9371,2022-05-19,13000.0,1988,27.0,9.0,3.25,New York,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,0,0,0,0,0,0,0,1,2022,13000.0
9372,2022-05-18,35000.0,2006,33.0,9.0,8.0,California,fiberglass,racer,1.0,1,0,0,0,outboard,1,1,0,0,0,1,0,0,0,0,2022,35000.0
9373,2022-05-19,82500.0,1979,41.5,13.8,4.2,Florida,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,0,0,1,0,0,1,0,1,2022,82500.0
9374,2022-05-18,25000.0,81,31.0,10.75,5.5,Florida,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,0,0,0,0,0,1,0,1,2022,25000.0
9375,2022-05-18,8500.0,2000,14.0,6.6,3.2,Wisconsin,fiberglass,daysailer,0.0,1,0,1,0,outboard,1,1,0,0,0,1,0,0,0,0,2022,8500.0
9378,2022-05-18,4900.0,1973,27.0,8.8,4.0,Michigan,fiberglass,motorsailer,2.0,1,0,0,0,inboard,1,1,1,0,0,0,0,1,0,1,2022,4900.0
9379,2022-05-18,1950000.0,2013,64.0,32.0,4.1,Florida,fiberglass,cruiser,3.0,0,1,0,1,inboard,2,1,0,0,0,0,0,0,0,1,2022,1950000.0
9380,2022-05-18,995000.0,2019,46.0,25.3,4.2,Outside United States,fiberglass,cruiser,3.0,0,1,0,1,inboard,2,1,0,0,0,0,0,0,0,1,2022,995000.0
9382,2022-05-18,39000.0,1984,37.0,12.0,5.0,Outside United States,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,0,1,0,0,0,1,0,1,2022,39000.0
9383,2022-05-17,4900.0,1975,26.0,9.5,4.5,Massachusetts,fiberglass,cruiser,1.0,1,1,0,0,outboard,1,1,1,0,0,0,0,1,0,0,2022,4900.0
9384,2022-05-18,450000.0,2000,52.0,25.6,3.1,Florida,aluminum,cruiser,3.0,0,1,0,1,inboard,2,0,1,0,0,1,0,0,0,1,2022,450000.0
9386,2022-05-17,3500.0,1978,21.25,7.83,5.0,New Mexico,fiberglass,daysailer,1.0,1,0,1,0,outboard,1,1,1,0,0,0,0,1,0,0,2022,3500.0
9388,2022-05-18,9500.0,1979,24.0,8.0,2.8,Texas,fiberglass,racer,1.0,1,0,0,0,outboard,1,1,1,0,0,0,0,1,0,0,2022,9500.0
9389,2022-05-17,95000.0,1999,36.0,12.0,6.0,Ohio,fiberglass,racer,2.0,1,0,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2022,95000.0
9390,2022-05-17,8900.0,1988,21.0,8.3,4.7,Illinois,fiberglass,daysailer,1.0,1,0,1,0,outboard,1,1,0,0,0,0,0,1,0,0,2022,8900.0
9393,2022-05-16,98000.0,1992,39.0,22.0,3.5,Florida,fiberglass,cruiser,4.0,0,1,0,1,inboard,2,1,0,1,0,0,0,1,0,1,2022,98000.0
9394,2022-05-16,8300.0,1984,25.5,9.08,4.5,Indiana,fiberglass,cruiser,1.0,1,1,0,0,outboard,1,1,0,0,0,0,0,1,0,0,2022,8300.0
9396,2022-05-16,39000.0,2006,33.0,9.0,8.0,California,fiberglass,racer,1.0,1,0,0,0,outboard,1,1,0,0,0,0,0,1,0,0,2022,39000.0
9397,2022-05-17,12500.0,1982,30.0,11.0,5.5,Louisiana,fiberglass,racer,2.0,1,0,0,0,inboard,1,1,1,0,0,0,0,1,0,1,2022,12500.0
9398,2022-05-17,618400.0,2018,45.0,25.0,4.0,Outside United States,fiberglass,cruiser,3.0,0,1,0,1,inboard,2,1,0,0,0,1,0,0,0,1,2022,618400.0
9400,2022-05-17,19000.0,2021,16.6,6.0,1.5,Iowa,fiberglass,cruiser,1.0,1,1,0,0,outboard,1,1,0,0,0,1,0,0,0,0,2022,19000.0
9406,2022-05-16,35000.0,1989,27.0,10.5,3.8,Florida,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2022,35000.0
9407,2022-05-16,43500.0,1992,35.7,11.9,4.5,Florida,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,0,0,0,0,0,1,0,1,2022,43500.0
9410,2022-05-15,39500.0,1984,35.0,11.0,5.0,Illinois,fiberglass,racer,1.0,1,0,0,1,inboard,1,1,0,0,0,0,0,1,0,1,2022,39500.0
9413,2022-05-21,69990.0,1979,42.0,14.0,5.0,Florida,fiberglass,cruiser,3.0,1,1,0,1,inboard,2,1,0,0,1,1,0,0,0,1,2022,69990.0
9414,2022-05-14,22000.0,1979,37.0,11.85,5.0,New York,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,0,1,0,0,0,1,0,1,2022,22000.0
9415,2022-05-13,4000.0,1979,23.0,8.0,2.25,New York,fiberglass,cruiser,1.0,1,1,0,0,outboard,1,1,1,0,0,0,0,1,0,0,2022,4000.0
9416,2022-05-13,139900.0,1977,50.0,13.67,5.5,Maryland,fiberglass,cruiser,4.0,1,1,0,1,inboard,1,1,0,0,0,0,0,1,0,1,2022,139900.0
9417,2022-05-13,10850.0,1986,24.0,8.0,4.0,Georgia,fiberglass,racer,1.0,1,0,0,0,outboard,1,1,0,0,0,0,0,1,0,0,2022,10850.0
9418,2022-05-13,14500.0,1997,23.0,7.1,2.3,Alabama,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,0,0,0,0,0,0,0,1,2022,14500.0
9419,2022-05-14,10500.0,1997,15.6,7.0,3.9,Maine,fiberglass,daysailer,0.0,1,0,1,0,outboard,1,1,0,0,0,0,0,1,0,0,2022,10500.0
9420,2022-05-13,20000.0,1981,30.0,10.2,5.5,Florida,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2022,20000.0
9421,2022-05-12,35000.0,1983,33.0,10.33,5.5,California,fiberglass,racer,1.0,1,0,0,1,inboard,1,1,1,0,0,0,0,0,0,1,2022,35000.0
9422,2022-05-12,64900.0,1985,43.0,14.0,6.0,Texas,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2022,64900.0
9424,2022-05-12,17000.0,1992,26.0,9.0,3.5,Massachusetts,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2022,17000.0
9425,2022-05-12,90000.0,1969,43.0,11.6,7.0,Maine,fiberglass,racer,3.0,1,0,0,1,inboard,1,1,1,0,0,0,1,0,0,1,2022,90000.0
9427,2022-05-12,7500.0,1987,23.0,6.9,1.5,Ohio,fiberglass,cruiser,1.0,1,1,0,0,inboard,1,1,0,0,0,0,0,1,0,1,2022,7500.0
9428,2022-05-11,12500.0,1986,27.0,9.0,4.0,Wisconsin,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2022,12500.0
9429,2022-05-11,588000.0,2008,51.0,28.0,4.7,Florida,fiberglass,cruiser,4.0,0,1,0,1,inboard,2,1,0,0,0,1,0,0,0,1,2022,588000.0
9431,2022-05-11,199999.0,2005,52.0,14.3,10.9,California,fiberglass,racer,0.0,1,0,0,1,inboard,1,1,0,0,0,0,0,0,0,1,2022,199999.0
9433,2022-05-12,199000.0,1974,50.0,14.5,6.2,California,fiberglass,cruiser,3.0,1,1,0,1,inboard,1,1,0,0,1,1,0,0,0,1,2022,199000.0
9434,2014-03-16,25000.0,1979,46.0,11.6,6.5,Florida,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2014,28615.208502297923
9435,2014-03-16,10000.0,1980,31.0,9.0,5.2,Outside United States,fiberglass,cruiser,1.0,1,1,0,0,inboard,1,1,0,0,0,0,0,1,0,1,2014,11446.08340091917
9437,2014-03-16,22000.0,84,40.0,13.0,7.0,Florida,fiberglass,racer,2.0,1,0,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2014,25181.383482022175
