,posted_at,Asking,Year,Length,Beam,Draft,Location,Material,Type,Cabins,Is_Mono,Is_cruiser,Is_daysailer,Is_Diesel,Motor_Type,Engine_Count,Is_Fiberglass,Is_masthead_sloop,Is_Cutter,Is_Ketch,Is_Excellent,Is_Fair,Is_Good,Is_Project_boat,Is_Inboard,Year_Listed,Asking_Price_Adj
8903,2017-03-29,1293500.0,2017,55.0,15.0,7.0,Outside United States,fiberglass,cruiser,3.0,1,1,0,1,inboard,1,1,0,0,0,0,0,0,0,1,2017,1429910.6356070498
8905,2017-03-29,139900.0,2000,42.0,14.0,4.1,North Carolina,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2017,154653.65127284598
8906,2017-03-29,16000.0,1985,40.0,13.0,6.1,Florida,composite,racer,2.0,1,0,0,1,inboard,1,0,1,0,0,0,1,0,0,1,2017,17687.33681462141
8907,2017-03-28,7800.0,1984,22.0,7.0,3.1,New Jersey,fiberglass,cruiser,1.0,1,1,0,0,outboard,1,1,1,0,0,0,0,1,0,0,2017,8622.576697127937
8908,2017-03-28,29000.0,1988,35.0,11.3,5.0,Outside United States,fiberglass,cruiser,1.0,1,1,0,1,inboard,2,1,1,0,0,0,0,1,0,1,2017,32058.297976501308
8909,2017-03-27,3500.0,1968,21.0,7.0,1.5,Missouri,fiberglass,daysailer,1.0,1,0,1,0,motorless,0,1,1,0,0,1,0,0,0,0,2017,3869.1049281984338
8912,2017-03-27,230000.0,2003,40.0,12.7,5.1,Florida,fiberglass,cruiser,3.0,1,1,0,1,inboard,1,1,0,1,0,1,0,0,0,1,2017,254255.46671018278
8913,2017-03-27,10000.0,1967,35.0,10.1,3.0,Florida,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,0,0,0,0,0,1,0,1,2017,11054.585509138384
8917,2017-03-26,6000.0,1984,27.0,8.6,4.6,Connecticut,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,0,0,0,1,0,0,0,1,2017,6632.75130548303
8918,2017-03-26,13900.0,1982,30.0,11.0,5.5,Maine,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2017,15365.873857702352
8920,2017-03-25,7500.0,1976,27.0,9.0,3.4,Massachusetts,fiberglass,cruiser,1.0,1,1,0,0,inboard,1,1,0,0,0,0,1,0,0,1,2017,8290.939131853787
8922,2017-03-25,40000.0,1985,36.0,11.0,4.0,Outside United States,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,0,0,0,0,0,1,0,1,2017,44218.342036553535
8923,2017-03-24,23000.0,1964,30.5,9.0,4.0,New Jersey,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,0,0,1,0,0,1,0,1,2017,25425.54667101828
8924,2017-03-24,4000.0,1974,22.0,7.5,3.0,Wisconsin,fiberglass,cruiser,1.0,1,1,0,0,outboard,1,1,1,0,0,0,0,1,0,0,2017,4421.834203655352
8925,2017-03-24,65000.0,2000,37.44,12.08,6.33,Outside United States,fiberglass,cruiser,3.0,1,1,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2017,71854.80580939948
8926,2017-03-24,5700.0,1983,25.0,8.0,4.0,Oklahoma,fiberglass,daysailer,1.0,1,0,1,0,inboard,1,1,0,0,0,0,0,1,0,1,2017,6301.113740208878
8927,2017-03-24,16000.0,1982,30.0,11.0,5.3,Michigan,fiberglass,cruiser,2.0,1,1,0,0,inboard,1,1,1,0,0,1,0,0,0,1,2017,17687.33681462141
8930,2017-03-22,68000.0,1974,35.0,10.0,5.0,Outside United States,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,0,0,1,1,0,0,0,1,2017,75171.18146214099
8932,2017-03-22,9500.0,1975,28.0,9.58,4.5,California,fiberglass,racer,1.0,1,0,0,1,inboard,1,1,0,0,0,1,0,0,0,1,2017,10501.856233681463
8933,2017-03-22,158000.0,2007,40.4,13.3,5.0,Maryland,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,0,0,0,1,0,0,0,1,2017,174662.45104438646
8934,2017-03-22,249000.0,2011,50.0,13.6,6.0,Wisconsin,other,cruiser,2.0,1,1,0,1,inboard,1,0,0,0,1,1,0,0,0,1,2017,275259.1791775457
8935,2017-03-21,2500.0,1968,28.0,10.0,6.0,Florida,fiberglass,cruiser,1.0,1,1,0,0,motorless,0,1,0,0,0,0,0,0,1,0,2017,2763.646377284596
8937,2017-03-21,42000.0,2013,23.0,7.4,4.92,Connecticut,fiberglass,racer,1.0,1,0,0,0,outboard,1,1,0,0,0,1,0,0,0,0,2017,46429.25913838121
8940,2017-03-21,14500.0,1980,30.0,10.1,5.3,Texas,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2017,16029.148988250654
8941,2017-03-21,5300.0,1981,30.0,11.0,4.4,New York,fiberglass,racer,2.0,1,0,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2017,5858.930319843343
8943,2017-03-20,4400.0,1977,27.0,9.0,5.0,Illinois,fiberglass,cruiser,3.0,1,1,0,0,inboard,1,1,1,0,0,0,1,0,0,1,2017,4864.017624020888
8946,2017-03-20,15000.0,1968,29.0,9.0,5.0,Florida,fiberglass,cruiser,1.0,1,1,0,0,motorless,0,1,1,0,0,0,0,1,0,0,2017,16581.878263707575
8947,2017-03-20,59000.0,1962,35.0,9.65,5.35,Maryland,fiberglass,cruiser,1.0,1,1,0,0,inboard,1,1,1,0,0,1,0,0,0,1,2017,65222.05450391646
8949,2017-03-19,179900.0,1989,46.0,14.6,5.0,Florida,fiberglass,cruiser,4.0,1,1,0,1,inboard,1,1,0,0,1,1,0,0,0,1,2017,198871.9933093995
8950,2017-03-19,9000.0,1983,27.0,8.0,4.0,Wisconsin,fiberglass,cruiser,1.0,1,1,0,0,inboard,1,1,1,0,0,0,0,1,0,1,2017,9949.126958224544
8951,2017-03-18,1500.0,1976,23.0,7.0,4.0,New York,fiberglass,daysailer,1.0,1,0,1,0,inboard,1,1,0,0,0,0,0,1,0,1,2017,1658.1878263707574
8953,2017-03-18,7800.0,1977,28.0,9.0,5.9,New York,fiberglass,cruiser,1.0,1,1,0,0,inboard,1,1,1,0,0,1,0,0,0,1,2017,8622.576697127937
8961,2017-03-15,12000.0,1983,25.67,8.5,4.42,Rhode Island,fiberglass,cruiser,1.0,1,1,0,0,outboard,1,1,0,0,0,1,0,0,0,0,2017,13265.50261096606
8964,2017-03-14,6500.0,1977,28.0,9.0,5.0,Maine,fiberglass,racer,1.0,1,0,0,0,motorless,0,1,1,0,0,0,1,0,0,0,2017,7185.480580939949
8967,2017-03-12,2500.0,1980,22.0,7.0,2.0,Florida,fiberglass,daysailer,0.0,1,0,1,0,motorless,0,1,1,0,0,0,0,0,0,0,2017,2763.646377284596
8969,2017-03-12,13900.0,1981,28.0,9.2,4.33,Massachusetts,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2017,15365.873857702352
8970,2017-03-12,17700.0,1991,40.0,20.0,15.0,California,wood,motorsailer,2.0,1,0,0,1,inboard,1,0,0,0,1,0,0,1,0,1,2017,19566.616351174936
8973,2017-03-11,4900.0,1974,30.0,9.5,5.0,Rhode Island,fiberglass,cruiser,1.0,1,1,0,0,inboard,1,1,1,0,0,1,0,0,0,1,2017,5416.746899477807
8974,2017-03-10,350000.0,2016,45.75,14.75,5.75,Texas,fiberglass,cruiser,3.0,1,1,0,1,inboard,1,1,0,0,0,0,0,0,0,1,2017,386910.4928198434
8975,2022-04-06,6500.0,1985,21.0,8.0,2.0,New Jersey,fiberglass,cruiser,1.0,1,1,0,0,inboard,1,1,0,0,0,0,0,1,0,1,2022,6500.0
8977,2022-04-05,10000.0,1986,25.0,7.0,5.0,California,fiberglass,motorsailer,1.0,1,0,0,0,inboard,1,1,1,0,0,1,0,0,0,1,2022,10000.0
8979,2022-04-05,19900.0,1980,27.0,8.6,4.0,Louisiana,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,0,0,0,0,0,1,0,1,2022,19900.0
8983,2022-04-04,7400.0,1979,25.0,10.0,4.0,Indiana,fiberglass,racer,1.0,1,0,0,0,inboard,1,1,1,0,0,1,0,0,0,1,2022,7400.0
8984,2022-04-04,399900.0,2003,52.6,15.4,5.5,Maryland,fiberglass,cruiser,3.0,1,1,0,1,inboard,1,1,0,1,0,1,0,0,0,1,2022,399900.0
8985,2022-04-03,5000.0,2000,20.0,8.0,1.0,Wisconsin,fiberglass,racer,0.0,1,0,0,0,motorless,0,1,0,0,0,1,0,0,0,0,2022,5000.0
8986,2022-04-03,17900.0,1980,29.92,10.17,4.33,New York,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2022,17900.0
8987,2022-04-03,29500.0,1987,34.5,11.75,5.58,New York,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2022,29500.0
8990,2022-04-02,10000.0,1974,36.0,10.0,5.6,Washington,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,0,1,0,0,1,0,0,1,2022,10000.0
8991,2022-04-17,6900.0,1977,26.0,10.0,4.0,Michigan,fiberglass,motorsailer,1.0,1,0,0,0,inboard,1,1,1,0,0,0,0,1,0,1,2022,6900.0
8992,2022-04-02,3000.0,1980,26.0,9.5,5.0,Massachusetts,fiberglass,racer,2.0,1,0,0,0,outboard,1,1,0,0,0,0,0,1,0,0,2022,3000.0
8993,2022-04-02,395000.0,2007,49.5,24.0,4.0,Massachusetts,fiberglass,cruiser,4.0,0,1,0,1,inboard,2,1,0,0,0,0,0,1,0,1,2022,395000.0
8994,2022-06-09,32500.0,1986,30.0,1012.0,4.0,Maine,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2022,32500.0
8997,2022-04-02,13900.0,1986,28.0,11.0,5.17,Michigan,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2022,13900.0
8998,2022-04-02,25900.0,1983,33.0,11.0,5.0,Texas,fiberglass,racer,1.0,1,0,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2022,25900.0
8999,2022-04-01,6500.0,1980,28.0,9.25,5.25,New York,fiberglass,racer,1.0,1,0,0,1,inboard,1,1,0,0,0,0,0,1,0,1,2022,6500.0
9001,2022-04-02,59500.0,1985,47.0,11.0,28.0,Florida,composite,cruiser,2.0,1,1,0,1,inboard,2,0,0,0,1,0,0,1,0,1,2022,59500.0
9003,2022-04-01,1800.0,1984,20.21,8.0,4.0,Ohio,fiberglass,racer,1.0,1,0,0,0,motorless,0,1,0,0,0,0,0,0,1,0,2022,1800.0
9004,2022-04-01,24000.0,1987,33.0,11.0,4.6,South Carolina,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,0,0,0,0,0,1,0,1,2022,24000.0
9006,2022-04-01,5000.0,1982,24.0,8.0,5.0,Montana,fiberglass,cruiser,2.0,1,1,0,0,outboard,1,1,0,0,0,0,0,1,0,0,2022,5000.0
9009,2022-04-01,65000.0,1989,38.0,11.5,5.9,Outside United States,fiberglass,cruiser,3.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2022,65000.0
9010,2022-05-12,45000.0,1981,35.0,11.4,5.5,Florida,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2022,45000.0
9014,2022-03-30,2300.0,2000,15.0,6.0,2.0,Florida,fiberglass,dinghy,0.0,1,0,0,0,motorless,0,1,0,0,0,0,0,1,0,0,2022,2300.0
9017,2022-03-31,12000.0,2012,25.0,20.0,1.0,Outside United States,composite,racer,0.0,0,0,0,0,outboard,1,0,0,0,0,1,0,0,0,0,2022,12000.0
9018,2022-03-30,75000.0,1981,40.0,13.0,5.0,South Carolina,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2022,75000.0
9019,2022-03-30,21000.0,2011,14.3,6.1,2.6,Florida,fiberglass,daysailer,0.0,1,0,1,0,motorless,0,1,0,0,0,1,0,0,0,0,2022,21000.0
9021,2022-03-30,9000.0,1980,31.0,10.2,5.8,California,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2022,9000.0
9022,2022-03-29,78500.0,1984,44.0,13.6,6.6,Outside United States,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2022,78500.0
9023,2022-03-29,25000.0,1983,30.0,11.0,4.5,Maine,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2022,25000.0
9024,2022-04-23,12500.0,2002,20.75,8.25,1.75,Connecticut,fiberglass,cruiser,1.0,1,1,0,0,outboard,1,1,0,0,0,1,0,0,0,0,2022,12500.0
9025,2022-03-29,24500.0,1986,32.0,10.6,7.0,Maryland,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,0,0,0,0,0,0,0,1,2022,24500.0
9030,2022-03-28,37500.0,1981,32.0,10.5,4.5,Florida,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2022,37500.0
9032,2022-03-28,26000.0,1998,25.0,8.6,5.0,South Dakota,fiberglass,daysailer,1.0,1,0,1,0,outboard,1,1,0,0,0,1,0,0,0,0,2022,26000.0
9033,2022-03-28,160000.0,2007,41.0,13.5,5.0,Rhode Island,fiberglass,cruiser,3.0,1,1,0,1,inboard,1,1,0,0,0,1,0,0,0,1,2022,160000.0
9034,2022-04-27,22000.0,1985,28.25,9.88,4.92,Connecticut,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,1,0,0,0,1,0,0,1,2022,22000.0
9036,2022-03-28,12500.0,1986,28.3,10.3,4.8,Maryland,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2022,12500.0
9040,2022-03-28,4800.0,1980,23.0,8.0,3.6,Michigan,fiberglass,cruiser,2.0,1,1,0,0,outboard,1,1,1,0,0,0,0,1,0,0,2022,4800.0
9042,2022-05-13,5500.0,1984,25.0,8.0,4.0,North Carolina,fiberglass,cruiser,0.0,1,1,0,0,outboard,1,1,0,0,0,0,0,1,0,0,2022,5500.0
9045,2022-03-27,28000.0,1983,35.0,11.0,5.0,Maryland,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2022,28000.0
9046,2022-03-27,7500.0,1981,27.0,9.3,3.3,New Jersey,fiberglass,daysailer,1.0,1,0,1,1,inboard,1,1,1,0,0,0,0,1,0,1,2022,7500.0
9050,2018-07-27,54900.0,1994,35.5,11.9,4.6,California,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,0,0,0,1,0,0,0,1,2018,59242.68538909709
9053,2018-07-27,21000.0,1977,28.0,9.0,4.0,New York,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,0,0,0,0,0,1,0,1,2018,22661.136487632764
9056,2018-07-26,385000.0,2003,42.0,12.8,5.3,Washington,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,0,1,0,1,0,0,0,1,2018,415454.16893993405
9057,2018-07-26,7900.0,1968,26.0,7.17,3.9,Washington,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2018,8524.903726299945
9058,2018-07-26,43000.0,1970,43.0,12.0,7.0,Michigan,fiberglass,motorsailer,2.0,1,0,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2018,46401.37471277185
9059,2018-07-26,18000.0,1961,32.0,9.0,5.0,California,fiberglass,motorsailer,1.0,1,0,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2018,19423.8312751138
9062,2018-07-25,18000.0,2013,15.0,6.0,2.0,New Hampshire,fiberglass,daysailer,0.0,1,0,1,0,outboard,1,1,0,0,0,1,0,0,0,0,2018,19423.8312751138
9063,2018-07-25,14500.0,1975,30.0,10.0,5.6,Connecticut,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2018,15646.97519384167
9064,2018-07-25,18000.0,1985,22.0,10.0,2.0,Florida,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,0,0,0,0,0,1,0,1,2018,19423.8312751138
9065,2018-07-24,1400.0,1973,22.0,7.2,2.0,New York,fiberglass,daysailer,2.0,1,0,1,0,outboard,1,1,1,0,0,0,0,1,0,0,2018,1510.7424325088512
9066,2018-07-24,160000.0,2001,40.0,12.7,6.8,Outside United States,aluminum,cruiser,2.0,1,1,0,1,inboard,1,0,0,0,0,0,0,1,0,1,2018,172656.27800101155
9067,2018-07-24,16500.0,1978,33.0,10.5,5.5,New Hampshire,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2018,17805.178668854314
9069,2018-07-23,14000.0,2003,21.0,8.0,2.0,North Dakota,fiberglass,cruiser,1.0,1,1,0,0,outboard,1,1,0,0,0,0,0,0,0,0,2018,15107.42432508851
9070,2018-07-23,4000.0,1978,30.0,10.0,5.8,Massachusetts,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2018,4316.406950025288
9072,2018-07-23,8500.0,1980,25.0,8.0,3.0,New York,fiberglass,cruiser,1.0,1,1,0,0,outboard,1,1,1,0,0,1,0,0,0,0,2018,9172.364768803736
9073,2018-07-23,19000.0,1978,38.0,10.6,4.6,Ohio,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2018,20502.93301262012
9074,2018-07-23,20000.0,1984,30.0,10.5,5.5,Florida,fiberglass,racer,1.0,1,0,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2018,21582.034750126444
9079,2018-07-23,8500.0,1987,27.0,9.0,4.5,Indiana,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2018,9172.364768803736
9080,2018-07-23,14900.0,1983,31.0,10.92,5.3,Texas,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2018,16078.6158888442
9082,2018-07-22,15995.0,1980,29.0,10.0,3.5,Wisconsin,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,0,1,0,1,0,0,0,1,2018,17260.23229141362
9083,2018-07-21,75000.0,1995,36.0,11.5,4.4,Indiana,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2018,80932.63031297417
9084,2018-07-21,2200.0,1976,25.0,8.0,4.0,Maryland,fiberglass,cruiser,2.0,1,1,0,0,outboard,1,1,1,0,0,0,0,1,0,0,2018,2374.0238225139087
9085,2018-07-21,3000.0,1983,22.0,8.0,3.5,Maryland,fiberglass,cruiser,1.0,1,1,0,0,outboard,1,1,0,0,0,0,0,1,0,0,2018,3237.3052125189665
9089,2018-07-19,850000.0,1999,65.0,32.0,5.6,Florida,fiberglass,cruiser,6.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2018,917236.4768803738
9090,2018-07-19,80000.0,1996,44.0,13.0,6.0,Outside United States,fiberglass,cruiser,3.0,1,1,0,1,inboard,1,1,1,0,0,0,1,0,0,1,2018,86328.13900050578
9091,2018-07-19,274900.0,1983,60.0,14.9,6.3,Florida,fiberglass,cruiser,3.0,1,1,0,1,inboard,1,1,0,0,0,0,0,1,0,1,2018,296645.067640488
9092,2018-07-19,18500.0,1984,35.0,11.8,6.9,Rhode Island,fiberglass,racer,1.0,1,0,0,1,inboard,1,1,0,0,0,1,0,0,0,1,2018,19963.382143866962
9093,2018-07-19,28000.0,1980,37.0,12.0,5.0,New York,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,0,1,0,1,0,0,0,1,2018,30214.84865017702
9094,2018-07-19,800.0,1971,26.8,8.1,4.0,New York,fiberglass,cruiser,1.0,1,1,0,0,outboard,1,1,1,0,0,0,1,0,0,0,2018,863.2813900050577
9096,2018-07-18,25000.0,1984,34.0,11.0,5.11,Michigan,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2018,26977.543437658052
9105,2018-07-16,95000.0,2004,35.0,13.0,4.5,Florida,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,0,0,0,1,0,0,0,1,2018,102514.6650631006
9106,2018-07-16,1400.0,81,26.0,9.5,4.0,New York,fiberglass,racer,1.0,1,0,0,0,outboard,1,1,0,0,0,0,0,1,0,0,2018,1510.7424325088512
9107,2018-07-15,2500.0,1971,20.5,6.67,4.3,Pennsylvania,fiberglass,daysailer,1.0,1,0,1,0,outboard,1,1,0,0,0,0,0,1,0,0,2018,2697.7543437658055
9108,2018-07-15,14000.0,2000,23.5,8.6,1.11,Illinois,fiberglass,cruiser,1.0,1,1,0,0,outboard,1,1,0,0,0,1,0,0,0,0,2018,15107.42432508851
9115,2018-07-13,6500.0,1963,28.5,8.0,3.59,Florida,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,0,0,0,1,0,0,0,1,2018,7014.161293791094
9118,2018-07-12,1100.0,1974,22.0,7.9,4.6,Michigan,fiberglass,daysailer,1.0,1,0,1,0,motorless,0,1,0,0,0,0,0,0,1,0,2018,1187.0119112569544
9119,2018-07-12,24300.0,1990,30.0,11.0,4.0,North Carolina,fiberglass,cruiser,3.0,1,1,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2018,26222.172221403627
9120,2018-07-12,60000.0,2005,26.0,9.6,4.0,Outside United States,other,racer,1.0,1,0,0,0,outboard,1,0,0,0,0,1,0,0,0,0,2018,64746.10425037933
9121,2018-07-12,10900.0,1979,30.0,11.0,5.3,Michigan,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,1,0,0,0,1,0,0,1,2018,11762.208938818912
9122,2018-07-12,6500.0,1972,22.0,8.0,3.0,Alabama,fiberglass,cruiser,1.0,1,1,0,0,outboard,1,1,1,0,0,0,0,1,0,0,2018,7014.161293791094
9124,2018-07-12,26000.0,1982,32.0,10.6,5.6,Michigan,fiberglass,racer,1.0,1,0,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2018,28056.645175164376
9125,2018-05-25,16000.0,1983,27.0,8.6,4.0,Massachusetts,fiberglass,racer,1.0,1,0,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2018,17265.627800101152
9127,2018-05-25,22500.0,1972,45.0,12.3,5.3,Florida,fiberglass,motorsailer,2.0,1,0,0,1,inboard,1,1,0,0,0,0,0,1,0,1,2018,24279.78909389225
9128,2018-05-25,50000.0,1993,36.0,11.48,2.7,Florida,fiberglass,cruiser,3.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2018,53955.086875316105
9130,2018-05-23,3750.0,1978,19.0,6.75,4.0,Virginia,fiberglass,daysailer,0.0,1,0,1,0,outboard,1,1,0,0,0,0,0,1,0,0,2018,4046.631515648708
9132,2018-05-23,1.0,1974,27.0,9.0,4.0,Outside United States,fiberglass,cruiser,1.0,1,1,0,0,inboard,1,1,1,0,0,0,0,0,1,1,2018,1.079101737506322
9133,2018-05-23,105000.0,2003,43.0,14.0,5.6,Outside United States,fiberglass,cruiser,4.0,1,1,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2018,113305.68243816383
9135,2018-05-23,12000.0,1999,26.0,6.0,9.0,Indiana,fiberglass,motorsailer,1.0,1,0,0,0,outboard,1,1,0,0,0,1,0,0,0,0,2018,12949.220850075866
9138,2018-05-22,9900.0,1967,34.0,10.0,3.25,Wisconsin,fiberglass,cruiser,1.0,1,1,0,0,inboard,1,1,1,0,0,0,1,0,0,1,2018,10683.10720131259
9140,2018-05-21,74600.0,1974,41.0,13.8,4.2,New York,fiberglass,cruiser,3.0,1,1,0,1,inboard,1,1,0,0,1,0,0,1,0,1,2018,80500.98961797163
9141,2018-05-21,79000.0,1999,38.7,12.11,5.4,California,fiberglass,cruiser,2.0,1,1,0,0,inboard,1,1,0,0,0,0,0,1,0,1,2018,85249.03726299945
9142,2018-05-21,9800.0,1978,30.0,10.5,5.5,California,fiberglass,motorsailer,1.0,1,0,0,0,inboard,1,1,1,0,0,1,0,0,0,1,2018,10575.197027561957
9143,2018-05-21,53000.0,1989,37.0,16.6,2.6,Michigan,fiberglass,cruiser,3.0,0,1,0,1,inboard,2,1,0,0,0,0,0,1,0,1,2018,57192.39208783508
9146,2018-05-20,7800.0,1974,34.0,10.0,5.0,Massachusetts,fiberglass,cruiser,3.0,1,1,0,1,inboard,1,1,0,0,1,0,0,1,0,1,2018,8416.993552549311
9147,2018-05-20,9500.0,1984,26.0,9.3,4.6,Vermont,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,0,0,0,0,0,1,0,1,2018,10251.46650631006
9150,2018-05-18,39000.0,1981,45.0,13.5,5.5,Florida,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,0,0,1,0,0,1,0,1,2018,42084.967762746564
9152,2018-05-18,79000.0,1995,40.0,12.8,5.4,Virginia,fiberglass,cruiser,3.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2018,85249.03726299945
9154,2018-05-17,15000.0,1971,35.0,10.0,3.9,Florida,fiberglass,cruiser,1.0,1,1,0,0,inboard,1,1,0,0,0,0,0,1,0,1,2018,16186.526062594832
9155,2018-05-17,12000.0,1967,30.5,9.0,4.5,Outside United States,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,0,0,1,0,1,0,0,1,2018,12949.220850075866
9156,2018-05-17,7500.0,1984,30.0,11.0,5.5,Michigan,fiberglass,racer,2.0,1,0,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2018,8093.263031297416
9157,2018-05-17,28000.0,1981,24.0,8.3,3.8,Maryland,wood,cruiser,1.0,1,1,0,1,inboard,1,0,0,0,0,1,0,0,0,1,2018,30214.84865017702
9159,2018-05-17,20000.0,1979,35.0,11.2,5.5,Florida,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2018,21582.034750126444
9163,2018-05-16,2000.0,1986,21.0,8.0,3.0,Massachusetts,fiberglass,daysailer,1.0,1,0,1,0,outboard,1,1,0,0,0,0,0,1,0,0,2018,2158.203475012644
9164,2018-05-16,3000.0,1967,27.0,8.6,2.6,Florida,fiberglass,cruiser,1.0,1,1,0,0,motorless,0,1,1,0,0,0,0,0,1,0,2018,3237.3052125189665
9166,2018-05-15,3500.0,1975,17.0,6.0,48.0,Massachusetts,fiberglass,daysailer,1.0,1,0,1,0,motorless,0,1,0,0,0,0,0,1,0,0,2018,3776.8560812721275
9167,2018-05-15,8750.0,1974,30.0,9.0,4.0,Texas,fiberglass,cruiser,1.0,1,1,0,0,inboard,1,1,1,0,0,0,0,1,0,1,2018,9442.140203180319
9169,2018-05-14,10000.0,1080,30.0,10.0,5.0,California,fiberglass,daysailer,1.0,1,0,1,1,inboard,1,1,1,0,0,0,1,0,0,1,2018,10791.017375063222
9171,2018-05-14,15500.0,1978,30.0,10.2,5.25,Illinois,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2018,16726.07693134799
9173,2018-05-13,9500.0,1979,18.0,8.5,4.33,New Jersey,fiberglass,daysailer,1.0,1,0,1,0,motorless,0,1,0,0,0,0,0,1,0,0,2018,10251.46650631006
9174,2022-06-22,21900.0,2016,26.0,8.0,6.0,South Carolina,fiberglass,racer,0.0,1,0,0,0,outboard,1,1,0,1,0,1,0,0,0,0,2022,21900.0
9175,2018-05-13,3800.0,1981,16.0,6.0,1.5,Arkansas,fiberglass,cruiser,1.0,1,1,0,0,outboard,1,1,0,0,0,0,0,1,0,0,2018,4100.586602524024
